sensor1,sensor2,sensor3,kneesensor
16,17,0,597
8,7,0,671
9,10,73,719
8,8,0,749
6,6,0,725
7,7,0,705
8,8,0,700
8,8,0,683
3,3,0,663
5,5,0,654
6,6,0,647
4,3,0,642
4,7,182,641
10,14,266,615
13,17,227,547
8,12,224,495
9,13,271,544
7,12,304,642
9,15,337,706
6,5,0,761
3,3,0,752
2,2,0,712
3,3,0,692
6,5,0,677
6,6,0,667
5,5,0,668
6,6,0,671
6,6,0,687
6,6,0,708
7,7,0,718
8,8,0,718
9,9,0,718
11,14,179,706
12,15,209,677
12,16,253,719
15,20,292,733
12,17,328,729
10,10,0,692
10,9,0,632
9,9,0,628
9,9,0,621
7,7,0,610
6,6,0,604
5,5,0,610
4,4,0,637
5,7,172,656
9,13,225,643
10,13,193,573
8,11,219,551
8,11,257,632
8,12,297,725
10,15,336,791
11,16,367,812
7,7,0,788
4,4,0,771
5,5,0,746
5,5,0,704
4,4,0,689
3,4,0,677
2,2,0,652
0,0,0,618
1,4,259,602
3,7,294,595
7,11,262,562
7,11,271,523
7,11,304,592
7,12,328,696
7,13,354,772
8,14,384,807
6,6,0,796
5,5,0,769
6,5,0,716
6,6,0,684
5,5,0,662
3,3,0,614
1,1,0,593
7,7,0,599
8,12,267,605
18,21,255,560
11,15,261,511
10,14,281,576
8,13,312,680
9,15,351,759
9,15,383,805
7,7,0,778
4,4,0,736
5,4,0,676
4,4,0,641
4,4,0,610
3,3,0,593
4,4,0,594
0,2,267,610
2,2,0,619
2,2,0,645
3,3,0,709
2,2,0,728
2,2,0,755
2,3,118,779
0,0,0,787
0,0,0,764
0,0,0,699
1,1,0,673
4,4,0,648
8,8,0,619
9,9,0,599
7,7,0,603
6,6,0,628
3,3,0,651
5,6,58,644
7,9,105,621
8,11,204,670
8,12,252,735
9,14,297,784
7,12,338,818
3,3,0,822
3,3,0,820
2,2,0,796
1,1,0,791
1,1,0,786
1,1,0,786
1,1,0,784
2,2,0,773
3,3,0,743
3,4,118,688
4,6,182,635
5,8,222,609
7,10,240,605
7,11,250,600
7,11,261,596
6,10,267,601
6,10,301,653
6,10,324,720
6,11,349,761
3,6,168,777
10,9,0,775
14,23,598,783
11,20,539,780
8,8,24,785
7,7,0,796
7,7,0,791
6,6,0,786
5,5,0,779
5,5,0,770
16,26,622,767
18,30,697,765
10,10,0,764
6,5,0,771
8,7,0,788
6,6,0,783
11,11,0,780
11,11,0,759
6,6,0,758
5,6,21,753
9,11,153,734
5,5,0,743
4,4,0,733
8,14,433,718
10,16,432,674
9,15,448,675
9,15,463,683
8,15,473,688
5,5,0,673
5,5,0,631
7,7,0,597
7,7,0,573
7,7,0,552
3,3,0,541
5,5,0,558
5,5,0,581
6,6,0,611
8,12,275,625
8,12,272,597
8,12,271,577
8,13,284,617
9,14,320,691
10,16,370,753
9,15,398,785
7,14,430,791
5,5,0,775
5,4,0,735
3,3,0,689
3,3,0,637
3,3,0,598
3,3,0,568
2,2,0,569
0,0,0,601
1,1,0,625
2,14,826,634
5,19,1023,645
9,22,901,611
2,14,770,588
4,16,745,627
4,15,712,700
5,15,704,759
4,15,689,805
0,0,37,788
0,0,0,769
0,0,0,734
0,0,0,717
0,0,0,680
0,0,0,651
1,1,0,614
0,0,0,610
0,0,0,618
0,0,112,637
1,8,507,656
4,12,528,648
8,15,445,606
6,12,422,588
6,12,416,650
5,11,420,710
5,12,439,756
5,12,451,796
0,0,0,793
1,1,0,782
0,0,0,743
1,0,0,691
0,0,0,649
1,1,0,623
1,1,0,593
5,5,0,590
4,4,0,598
5,9,340,604
9,13,317,575
8,12,286,522
7,11,298,548
7,11,310,617
6,11,331,673
7,12,358,720
6,12,380,747
5,12,400,743
4,4,0,745
2,3,0,712
4,4,0,665
9,9,0,635
9,9,0,614
9,13,298,609
6,11,362,614
3,4,140,630
2,5,207,644
3,4,50,668
6,12,425,687
9,18,649,730
10,19,623,735
10,19,608,761
3,3,0,798
5,5,42,780
4,4,0,752
3,4,0,679
3,3,0,631
7,7,0,595
9,9,0,593
8,8,0,597
8,9,0,650
6,6,0,667
4,8,278,660
9,18,651,651
16,27,732,616
12,21,618,599
11,19,587,649
11,19,603,714
13,22,598,746
12,22,605,786
6,6,0,789
4,5,0,761
4,4,0,722
3,3,0,690
3,3,0,665
3,3,0,650
3,4,0,620
4,4,0,615
6,12,396,630
9,21,830,651
16,32,1023,648
13,25,789,614
10,21,704,587
7,18,682,639
6,16,676,722
9,19,662,780
9,19,653,812
5,5,0,796
3,2,0,778
2,2,0,768
0,0,0,771
0,0,0,769
0,0,0,746
0,0,0,706
0,0,0,671
0,0,326,655
0,4,493,635
13,24,697,606
11,20,594,555
7,16,582,533
4,12,577,611
4,13,575,687
8,17,582,748
8,17,589,798
1,1,0,797
2,2,0,781
2,2,0,750
2,1,0,723
2,2,0,680
3,3,0,662
3,3,0,661
2,2,0,655
1,1,0,655
5,7,162,653
12,14,169,593
9,12,196,533
8,11,241,580
6,10,276,664
9,13,318,722
0,3,344,777
0,0,0,789
0,0,0,764
4,4,0,747
5,5,0,741
5,5,0,727
7,7,0,666
16,16,0,595
20,20,0,590
17,17,0,589
11,14,175,588
14,17,262,591
10,15,299,607
10,15,323,638
11,15,349,652
13,18,365,673
13,18,397,683
10,13,235,688
6,6,0,695
8,8,0,666
8,8,0,615
10,10,0,583
10,10,0,584
9,9,0,603
9,8,0,627
8,8,0,645
8,8,0,674
7,7,0,643
10,11,102,579
9,11,183,584
9,12,219,616
10,14,266,677
11,16,328,751
7,7,142,785
6,6,0,778
5,5,0,732
5,5,0,688
6,6,0,658
8,8,0,644
9,9,0,627
8,8,0,625
14,28,1023,625
15,29,1023,635
18,32,1023,620
15,28,932,581
11,23,825,585
11,22,770,642
10,20,738,711
12,23,711,767
12,22,697,801
4,4,0,791
4,4,0,761
4,4,0,717
4,4,0,689
4,4,0,668
4,4,0,659
4,4,0,658
2,3,78,650
0,0,0,638
3,6,216,632
8,13,308,638
8,12,262,622
6,10,271,620
7,11,292,686
9,14,330,748
10,16,358,791
11,17,391,809
5,5,0,797
3,3,0,772
4,4,0,737
5,5,0,727
6,6,0,687
6,6,0,659
6,6,0,653
7,7,0,643
11,11,0,634
12,14,159,614
13,15,194,604
14,17,212,594
10,13,216,567
9,13,239,621
10,14,274,701
13,17,313,750
12,17,341,789
4,3,0,802
5,5,0,800
4,4,0,789
7,7,0,779
6,6,0,765
6,6,0,759
5,5,0,731
4,4,0,715
4,4,0,696
2,2,0,677
2,5,187,656
5,8,233,632
11,14,214,606
7,10,214,574
5,8,238,607
5,9,267,686
8,12,300,742
8,12,333,780
8,13,352,800
4,4,0,779
9,9,0,736
7,7,0,693
6,6,0,682
6,6,0,682
5,5,0,663
5,5,0,645
5,5,0,633
3,3,0,606
3,3,0,594
3,3,0,596
5,6,112,627
3,3,0,690
3,3,0,704
2,2,0,726
2,2,0,746
2,2,0,748
2,1,0,745
2,2,0,731
2,2,0,684
1,1,0,651
2,2,0,637
3,2,0,618
4,4,0,609
3,3,0,611
3,3,0,642
1,1,0,669
0,0,0,696
0,0,0,696
7,21,1023,691
11,26,969,667
11,25,917,638
7,19,807,644
6,17,747,677
7,18,708,745
8,19,699,803
8,19,671,818
2,2,0,801
1,1,0,788
1,1,0,769
1,1,0,744
3,3,0,727
3,3,0,688
4,4,0,636
6,13,521,610
6,15,657,606
9,21,880,619
13,27,1023,631
19,34,967,616
12,24,825,554
10,20,774,581
8,18,718,665
8,19,704,741
9,19,685,793
0,0,0,780
4,4,0,780
2,2,0,767
2,2,0,751
5,5,0,714
5,5,0,679
6,6,0,649
6,6,0,636
4,6,168,622
4,11,443,600
13,19,418,587
11,17,367,553
8,13,364,525
7,12,381,597
6,12,396,693
7,14,432,760
0,0,0,783
3,3,0,753
2,2,0,693
1,1,0,660
4,4,0,638
4,4,0,615
2,2,0,591
3,3,0,601
2,1,0,633
2,4,219,651
4,7,222,642
12,15,218,597
5,8,230,550
4,8,259,597
5,8,292,683
5,10,313,733
6,11,343,780
0,0,0,783
2,2,0,757
2,2,0,712
2,2,0,648
3,3,0,610
1,1,0,586
2,2,0,570
3,3,0,583
3,3,0,620
3,3,0,641
3,5,134,639
9,12,183,600
6,9,225,532
5,10,350,572
4,9,352,681
5,10,371,751
6,12,381,783
5,11,354,787
11,11,0,779
5,5,0,776
5,5,0,779
3,3,0,775
2,3,0,777
2,2,0,776
2,2,0,777
4,4,0,773
7,7,0,774
6,6,0,761
4,4,0,734
3,3,0,724
3,3,0,707
4,4,0,716
5,7,147,736
7,10,230,754
5,5,0,743
4,4,0,708
3,3,0,663
2,2,0,653
1,1,0,644
1,1,0,620
1,1,0,607
2,2,0,626
3,3,0,662
5,4,0,697
8,10,126,677
12,14,185,625
7,10,231,555
7,11,270,597
6,11,315,697
8,13,345,769
8,14,365,814
4,3,40,814
1,1,0,810
1,0,0,794
0,0,0,761
0,0,0,717
0,0,0,687
0,0,0,643
3,9,481,616
3,16,890,615
6,19,1023,642
13,27,1023,655
21,35,955,636
14,26,820,607
12,23,775,641
11,21,737,715
13,23,720,761
13,23,710,813
6,6,38,818
6,6,0,804
6,6,0,779
5,5,0,738
7,7,0,684
7,7,0,652
7,7,0,615
7,7,0,632
7,6,0,671
11,21,735,686
16,30,1023,672
14,28,956,614
10,23,854,612
11,22,811,664
10,21,788,734
12,26,914,776
12,25,867,812
11,24,848,820
5,5,0,811
4,4,0,797
3,3,0,757
5,5,0,722
5,5,0,660
7,7,0,650
9,9,0,608
7,7,0,601
5,4,0,609
5,7,125,607
17,27,628,585
9,17,520,539
5,12,497,527
5,12,488,592
6,12,484,655
6,13,485,722
8,19,739,771
5,14,572,783
2,2,0,800
1,1,0,741
2,2,0,682
2,2,0,628
1,1,0,600
3,3,0,586
4,3,0,590
3,5,166,587
2,2,0,569
3,3,0,569
5,9,294,593
6,14,506,648
7,13,475,673
7,14,463,705
7,8,63,735
11,13,122,739
8,9,51,728
5,6,37,703
3,3,0,685
3,3,0,667
2,2,0,642
2,2,0,607
4,4,0,588
6,6,0,568
6,6,0,579
6,6,0,603
6,6,0,626
5,5,0,644
4,4,0,666
3,3,0,701
10,24,1023,660
13,16,254,612
9,13,257,573
7,11,292,595
7,11,308,680
8,13,327,750
0,0,0,767
6,6,0,739
4,4,0,649
6,6,0,612
7,7,0,611
7,6,0,649
5,5,0,688
5,5,0,724
6,6,0,717
12,27,1023,671
15,29,950,624
10,22,813,587
9,21,758,631
9,19,720,722
9,19,686,762
4,4,0,722
4,4,0,629
5,5,0,593
6,6,0,589
6,6,0,638
5,5,0,697
4,4,0,738
2,4,156,691
11,11,0,674
11,16,201,626
9,13,272,556
7,11,302,610
8,12,338,711
9,14,351,770
7,7,0,749
5,5,0,692
9,9,0,640
9,9,0,612
8,8,0,649
8,8,0,693
8,7,0,718
7,7,0,718
4,4,0,681
16,17,135,649
11,14,179,562
8,10,173,544
6,7,142,613
7,10,222,696
7,10,197,758
7,9,165,770
6,6,0,756
4,4,0,742
5,5,0,740
5,5,0,746
6,6,0,745
7,7,0,754
17,16,0,711
12,14,110,616
8,10,199,554
10,13,236,587
7,10,266,649
6,5,0,719
6,6,0,747
5,5,0,759
3,3,0,754
1,1,0,768
2,2,0,770
3,3,0,778
6,6,0,775
8,10,122,743
6,8,196,689
5,8,215,650
5,9,241,668
6,11,280,696
10,14,304,742
9,13,267,784
6,6,0,767
4,4,0,745
3,3,0,741
4,4,0,732
3,3,0,727
4,4,0,724
4,3,0,726
5,5,0,699
5,8,194,651
13,14,112,553
7,6,0,496
7,9,140,566
7,12,286,672
5,8,231,747
6,8,183,766
3,3,0,780
2,2,0,796
3,3,0,787
2,2,0,784
3,3,0,779
3,3,0,749
6,6,0,763
6,7,86,713
8,20,823,666
10,16,426,553
4,9,292,521
4,9,336,587
5,12,452,691
5,12,452,771
3,3,0,761
2,2,0,741
2,2,0,729
2,2,0,723
2,1,0,721
2,2,0,712
3,3,0,694
0,0,0,670
5,13,583,654
13,14,114,564
5,6,28,493
4,6,153,557
4,8,283,665
4,7,241,735
6,9,223,767
4,4,0,754
4,3,0,728
2,2,0,720
1,1,0,720
2,2,0,715
4,4,0,711
8,8,0,685
4,4,0,658
11,15,253,606
6,7,40,493
3,3,4,498
7,9,167,586
8,12,285,669
10,15,313,738
9,12,219,748
7,7,0,759
7,7,0,746
6,6,0,719
7,7,0,702
7,7,0,687
8,7,0,653
12,12,0,636
14,13,0,611
13,13,0,602
12,12,0,630
11,11,0,644
11,15,262,655
9,13,288,703
6,6,30,740
9,9,34,738
10,10,0,700
9,9,0,660
12,12,0,631
12,12,0,618
11,11,0,626
10,10,0,664
10,9,0,701
10,9,0,710
11,11,0,716
10,10,0,679
14,23,619,652
20,26,381,600
20,25,354,545
22,27,367,577
21,26,390,655
19,25,415,712
8,14,426,764
4,3,0,736
0,0,0,719
0,0,0,728
4,4,0,703
0,0,0,702
1,1,0,693
4,4,0,691
3,3,0,680
8,18,659,672
12,26,937,630
2,14,764,590
9,20,698,602
5,15,634,674
9,25,990,730
6,19,832,796
0,0,13,781
3,3,0,762
2,2,0,755
0,0,0,753
0,0,0,744
0,0,0,728
4,4,0,690
3,5,151,672
10,12,168,616
3,3,0,532
2,3,63,558
4,7,212,639
3,7,253,699
3,7,281,771
1,1,0,762
0,0,0,742
1,1,0,733
0,0,0,742
0,0,0,732
0,0,0,716
10,9,0,670
9,11,144,621
6,9,179,505
1,1,7,450
0,1,140,528
0,4,282,634
1,5,316,715
1,6,335,743
0,0,0,750
0,0,0,733
0,0,0,702
0,0,0,694
0,0,0,659
0,0,0,592
0,0,0,603
0,0,0,591
0,0,172,580
0,3,283,546
0,6,388,597
2,10,549,658
3,12,558,690
3,10,500,731
0,0,33,742
0,0,21,720
0,0,0,674
0,0,0,620
1,1,0,605
7,7,0,593
4,4,0,617
3,3,0,645
4,4,0,650
13,22,688,655
14,28,1023,646
16,17,105,613
9,11,180,593
11,14,231,586
6,10,279,664
5,10,313,724
6,11,347,779
5,10,375,797
1,1,0,785
0,0,0,768
0,0,0,747
0,0,0,740
0,0,0,706
1,1,0,674
5,10,397,644
6,16,713,647
16,31,957,639
14,26,788,578
9,19,706,552
13,22,682,636
9,20,794,723
7,18,725,763
2,2,0,748
0,0,0,708
2,2,0,704
1,1,0,694
0,0,0,678
3,4,0,661
7,7,0,628
1,1,0,631
17,22,297,607
15,19,263,557
16,20,288,551
7,11,304,631
11,16,343,706
13,19,363,780
7,7,0,747
3,3,0,710
4,4,0,706
0,0,0,706
0,0,0,725
0,0,0,718
3,3,0,695
0,0,133,663
0,1,148,574
0,3,190,522
7,10,220,586
7,10,246,633
7,11,271,660
10,14,282,694
11,11,0,717
4,4,0,730
3,3,0,718
0,0,0,677
4,4,0,648
5,5,0,672
0,0,0,707
6,6,0,698
3,3,0,714
1,1,0,663
0,0,0,624
0,0,172,615
0,1,215,646
0,0,147,677
0,2,222,728
0,0,0,761
0,0,0,747
0,0,0,687
0,0,0,688
0,0,0,683
0,0,0,677
0,0,0,671
0,0,110,659
1,7,397,630
1,5,291,549
0,2,280,533
0,3,306,614
0,2,298,710
0,8,543,771
0,0,0,755
0,0,0,722
0,0,0,696
0,0,0,685
0,0,0,685
0,0,0,679
0,0,0,668
0,0,0,653
2,5,176,634
7,10,236,576
2,3,150,535
0,3,197,589
2,7,316,686
2,7,333,745
2,7,341,780
0,0,0,749
0,0,0,745
0,0,0,735
0,0,0,723
4,4,0,703
1,1,0,695
0,1,0,676
0,0,0,663
4,13,579,645
12,27,920,565
3,13,618,523
3,14,664,568
4,14,675,646
4,15,718,700
3,13,672,750
0,0,1,750
0,0,0,726
0,0,0,662
0,0,0,702
0,0,0,694
2,1,0,672
6,8,166,648
8,8,0,632
8,10,138,598
1,4,170,510
0,0,102,491
0,1,216,592
0,3,290,655
1,5,319,681
0,0,0,707
0,0,0,712
0,0,0,685
0,0,0,678
0,0,0,664
0,0,0,669
0,0,0,678
0,0,0,686
0,0,0,692
0,0,0,706
0,0,0,706
0,0,0,720
0,0,16,699
0,0,103,652
0,0,158,690
0,0,10,685
0,0,36,728
0,0,25,700
0,0,0,649
0,0,0,599
0,0,0,633
0,0,0,654
0,0,0,658
0,0,0,655
0,0,0,657
0,0,0,659
0,0,0,657
0,0,0,643
2,15,1023,603
0,0,0,526
0,0,217,564
0,1,250,604
0,4,294,674
1,6,325,743
0,0,0,771
0,0,0,729
0,0,0,684
1,1,0,707
0,0,0,696
0,0,0,720
0,0,0,729
0,0,0,674
0,0,96,570
0,0,153,509
0,0,180,520
0,0,207,601
0,0,231,683
0,0,254,736
0,1,277,748
0,0,0,738
0,0,0,704
0,0,0,681
0,0,0,656
0,0,0,602
0,0,0,624
0,0,0,624
0,0,0,629
0,5,393,604
3,14,729,543
0,8,610,514
0,6,558,561
0,5,523,649
0,6,513,722
0,0,0,749
0,0,0,720
0,0,0,712
0,0,0,702
0,0,0,696
0,0,0,677
0,0,0,662
0,0,0,632
0,0,0,629
2,10,507,587
0,3,365,526
0,2,354,550
0,0,351,645
0,1,352,709
0,3,367,773
0,0,0,772
0,0,0,746
0,0,0,735
0,0,0,726
0,0,0,712
0,0,0,685
0,0,0,669
0,8,670,654
1,17,1023,646
0,13,909,577
0,9,763,542
0,9,696,585
0,7,641,646
0,7,600,697
0,10,691,744
0,0,0,724
0,0,0,682
0,0,0,654
0,0,0,652
0,0,0,671
1,1,0,686
1,1,0,696
0,0,0,697
0,0,0,701
0,0,117,676
0,0,187,635
0,0,224,646
0,0,261,681
0,1,301,718
0,3,323,753
0,0,0,752
0,0,0,711
0,0,0,714
0,0,0,722
0,0,0,718
0,0,0,717
10,14,201,718
7,13,290,716
7,13,307,678
2,7,345,590
0,0,101,577
0,0,225,627
0,0,275,707
0,3,311,763
0,0,0,737
0,0,0,704
0,0,0,683
0,0,0,687
0,0,0,673
0,0,0,675
0,0,0,677
0,0,0,667
6,18,779,601
0,2,540,553
0,0,477,563
0,0,496,649
0,4,663,729
0,3,642,787
0,0,0,750
0,0,0,703
0,0,0,697
0,0,0,680
0,0,0,695
0,0,0,681
0,0,0,680
0,0,251,649
2,15,840,564
0,8,526,520
0,7,569,579
0,8,661,667
0,7,618,745
0,7,583,774
0,0,0,727
0,0,0,695
0,0,0,691
0,0,0,692
0,0,0,673
0,0,0,658
0,0,0,661
3,9,343,621
0,0,84,518
0,0,56,511
0,0,179,599
0,0,325,703
0,2,336,754
0,0,26,760
0,0,0,761
0,0,0,695
0,0,0,701
0,0,0,704
0,0,0,709
0,0,0,708
0,0,0,715
0,0,0,721
0,0,183,728
0,0,0,758
0,0,87,746
0,0,167,744
0,0,151,746
0,0,255,760
0,0,0,767
0,0,0,773
0,0,0,734
0,0,0,728
0,0,0,736
0,0,0,733
0,0,0,711
0,0,0,659
0,0,0,633
0,1,412,632
